0x82002FF0	Enable Season Ticket
0x82198954	GetLeaguesValidForAwards
0x82198A10	GetAwardWinners
0x82198A20	GetAwardAttributes
0x82198A34	GetAwardIDs
0x82198C70	GetGameScoutingReport
0x82198D1C	IsLastSimulationModeSimEngine
0x82198E6C	ClearActiveBoxScoreGameId
0x82198E88	SetActiveBoxScoreGameId
0x821990F4	SetPhoneTradeToBeViewed
0x8219910C	GetPhoneTradeData
0x82199754	ProcessTradeRequestFromMailbox
0x82199A04	RequestPublishSeasonResults
0x82199A84	GetBestTrophyAwarded
0x82199AAC	GetSeasonProgression
0x82199AC4	GetSeasonConfig
0x82199AD4	LoadLocalMemberSeason
0x82199AEC	LoadSeason
0x82199AF8	EnterClubsSeasonsFlow
0x82199B10	EnterHUTSeasonsFlow
0x82199B94	GetScoutingPlayerIDsWithDraftRound
0x82199BB8	GetScoutingPlayerIDs
0x82199E30	SetHasSeasonTicket
0x82199F80	GetPuckAwards
0x8219A260	GetFilteredPlayerStatsForProspects
0x8219A29C	GetStatPlayerIDsByTeamForProspects
0x8219A404	GetStarRating
0x8219A428	GetRetiredJerseys
0x8219A654	GetCurrentSeasonYearRangeForLeague
0x8219A678	GetSimulationText
0x8219A68C	IsEntryDraftComplete
0x8219A8EC	GetTradeCardsCount
0x8219ABB4	GetSeasonYear
0x8219ABC4	GetSeasonName
0x8219ABF0	GetClubPlayoffGame
0x8219AC04	SetClubPlayoffGame
0x8219AD24	GetClubScoutingResults
0x8219AD3C	ShouldShowClubScoutingScreen
0x8219AD78	GetProProgressStat
0x8219AD8C	PrepareProProgressStats
0x8219ADA4	ShouldShowProProgressStats
0x8219ADC0	GetProgressStat
0x8219ADD0	PrepareProgressStats
0x8219ADE8	ShouldShowSeasonCupResultStats
0x8219AE08	ShouldShowSeasonProgressStats
0x8219AE28	ShouldShowProgressStats
0x8219AF6C	GetClubProOverall
0x8219B098	IsRetiredJerseyUsable
0x8219B534	GetProScoutInfo
0x8219B544	SetTradeBlockDraftPicks
0x8219B55C	GetTradeBlockDraftPickInfo
0x8219B578	GetTradeBlockDraftPicks
0x8219B5B4	GetUserTeamPlayerIdsForTeamTradeBlock
0x8219B5DC	GetTradeBlockSearchPlayersIds
0x8219B5FC	GetPlayerFiltersForTradeBlockSearch
0x8219B620	GetTradeBlockPlayerIds
0x8219B638	SetUserTeamTradeBlockCoachesRecommendation
0x8219B664	CommitTradeBlockChanges
0x8219B67C	IsTradeBlockConfirmationPopupRequired
0x8219B6A4	ClearTradePreferenceSlot
0x8219B6C0	ApplyTradeBlockPreference
0x8219B6DC	SetTradePreference
0x8219B708	GetTradePreference
0x8219B71C	GetTradePreferenceIds
0x8219B734	GetTradePreferenceSlot
0x8219B74C	SetUserTradeBlockSlot
0x8219B764	GetTradeBlockSlot
0x8219B7A0	GetPlayoffTreeSeriesInfo
0x8219B7BC	GetPlayoffTreeInfo
0x8219B81C	RemoveTradeAssetFromTradeOffer
0x8219B83C	AddTradeAssetToTradeOffer
0x8219B858	DeclineTrade
0x8219B868	AcceptTrade
0x8219B874	GetSeasonStatusByLeagueID
0x8219B890	GetSeasonStatus
0x8219B8A0	GetCurrentPlayoffRound
0x8219B8B8	GetPlayoffSeriesInfo
0x8219B8D0	GetPlayoffSeriesIDs
0x8219B8E4	GetDraftPlayerAttributes
0x8219B900	GetDraftPlayerIDs
0x8219B948	GetTradeSalaryInfo
0x8219B95C	SetTrade
0x8219BDB0	GetAwardedCreditsAndTickets
0x8219BF04	SetStarRating
0x8219F34C	GameEvent::PotentialPenalty
0x8219FB18	gRatingDifferenceScale
0x821A0298	gMinRatingForAggressiveUCC
0x821A05F0	gPotentialPenaltiesPreviousControlSearchTimeKnockdown
0x821A0628	gPotentialPenaltiesPreviousControlSearchTime
0x821A0658	gPotentialPenaltiesDistToPuckAndGoalie
0x821A0680	gPotentialPenaltiesAlwaysCPU
0x821A06B4	gHandlePotentialNotKnockedOverPenaltiesTime
0x821A06E0	gHandlePotentialKnockedOverPenaltiesTime
0x821A1530	gMinRatingForDirectionEffectReduce
0x821A20E8	gGoalieReboundMaxZMultPerfectReboundRating
0x821A2114	Max Z mult - Perfect rebound rating
0x821A2138	gGoalieReboundMaxZMultWorstReboundRating
0x821A2164	Max Z mult - Worst rebound rating
0x821A312C	gUseAnalysisForDegenerateCase
0x821A47E0	fgs_psk_antOnly_rating_agilityMod
0x821A4804	fgs_psk_antOnly_rating_accelMod
0x821A4824	fgs_psk_antOnly_rating_speedMod
0x821A4844	fgs_psk_antOnly_rating_shotRelease
0x821A4868	fgs_psk_antOnly_rating_balance
0x821A4888	fgs_psk_antOnly_rating_agility
0x821A48A8	fgs_psk_antOnly_rating_accel
0x821A48C8	fgs_psk_antOnly_rating_speed
0x821A48E8	fgs_psk_antOnly_rating_deke
0x821A4904	fgs_psk_antOnly_rating_skillScale
0x821A4A50	fgs_fighting_playerRatingDifference
0x821A5B90	bgs_fighting_punch_trade
0x821A60E8	bgs_fighting_punch_trade_relay
0x821A6160	BoolPlayerInteractionTradePunchQueryEnable
0x821A6FE0	CouldSimulateWithNet
0x821A6FF8	CouldSimulateWithBoards
0x821A7010	CouldSimulateWithSkater
0x821A7624	BoolPhysicsTrajAdjustStartedStanding
0x821A816C	bgs_psk_useDevelopmentCvars
0x821B5E5C	SEQ_FGT14_CLINCHSKATE_HITREACTION_UPPERCUT01_TRADE_02
0x821B5E94	SEQ_FGT14_CLINCHSKATE_HITREACTION_UPPERCUT01_TRADE_01
0x821B5ECC	SEQ_FGT14_CLINCHSKATE_HITREACTION_RIGHT01_TRADE_02
0x821B5F00	SEQ_FGT14_CLINCHSKATE_HITREACTION_RIGHT01_TRADE_01
0x821C8278	FGT14_CLINCHSKATE_HITRECTION_UPPERCUT01_TRADE01_2
0x821C82AC	FGT14_CLINCHSKATE_HITRECTION_UPPERCUT01_TRADE01_1
0x821C82E0	FGT14_CLINCHSKATE_HITRECTION_RIGHT01_TRADE02
0x821C8310	FGT14_CLINCHSKATE_HITRECTION_RIGHT01_TRADE01
0x821DA4E0	CHK09_STANDINGSHOTBLOCK
0x821DF348	GoalieSaveSpace_Standing_5Hole_ContactGroup
0x821DF3A0	GoalieSaveSpace_Set2Set_Chest_Standing_ContactGroup
0x821E44C8	RigOpListUpdateAssetPostITKSimulated
0x821E4D58	gDeflectionsEnableHandEyeRatingRandomness
0x821E4D84	Enable HandEye Rating Randomness
0x821E4F94	gDeflectionsErrorCorrectionMinRating
0x821E4FBC	gDeflectionsErrorCorrectionMaxRating
0x821E5554	gDefensivePickupsDelayFramesPasserRatingMin
0x821E5580	gDefensivePickupsDelayFramesPasserRatingMax
0x821E55AC	gDefensivePickupsDelayFramesPasserRatingMultiplierMin
0x821E55E4	gDefensivePickupsDelayFramesPasserRatingMultiplierMax
0x821E561C	gDefensivePickupsErrorCorrectionMinRating
0x821E5648	gDefensivePickupsErrorCorrectionMaxRating
0x821E6828	g5Hole5HoleRatingToErrorReductionXBtfy
0x821E6850	g5Hole5HoleRatingToErrorReductionYBtfy
0x821E6878	g5Hole5HoleRatingToErrorReductionXSet
0x821E68A0	g5Hole5HoleRatingToErrorReductionYSet
0x821E68E8	g5Hole5HoleRatingToErrorCorrectionRateFactor
0x821E6918	g5Hole5HoleRatingToErrorCorrectionRateZFactor
0x821E6C88	gSaveErrorXYCorrectionMinRating
0x821E6CAC	gSaveErrorXYCorrectionMaxRating
0x821E70DC	gSaveErrorCorrectionMinRating
0x821E70FC	gSaveErrorCorrectionMaxRating
0x821E771C	gGoalieRatingToPostFactor
0x821E7738	Goalie rating to post factor
0x821E7CE4	gAllowGetupSimulated
0x821E7CFC	Allow getup simulated
0x821EE064	AI/Beapro/Sim
0x8220352C	AI/Defense/ThreatRating/OffZone
0x822035AC	gDefense_OZ_PlayerRatingWeight
0x822035CC	PlayerRatingWeight
0x82203638	AI/Defense/ThreatRating/NonOffZone
0x8220367C	gDefense_NZ_PlayerRatingWeight
0x822036F0	AI/Defense/ThreatRating/Offside
0x82203794	AI/Defense/ThreatRating
0x8220530C	gMovingSlowEnoughForStandingCeleb
0x8220C444	gRookieHumanAutoWinChance
0x8220C568	gFaceoffScoringRatingFactor
0x8220C584	RatingFactor
0x8220CA08	gMaxFightsPerGamePlayoffMode
0x8220CF54	gRatingToFight
0x8220CF64	gFightFreqMinFightRatingDiff
0x8220CF84	gFightFreqMaxFightRatingDiff
0x8220CFA4	gFightFreqMinOverallRatingDiff
0x8220CFC4	gFightFreqMaxOverallRatingDiff
0x8220D010	gFightRatingWeight
0x8220D408	gFightBlockedPunchPowerRatingScale
0x8220DFB0	gOtherGoalieCheckingEffectiveRating
0x8220DFD4	gGoalieBalanceEffectiveRating
0x8220DFF4	gBoardsCheckingEffectiveRating
0x8220E568	gInjuryShotBlockPuckHeightStandingThreshold
0x8220E594	MinimumPuckHeightStandingInches
0x8220ED74	gLineChange_RatingsFactor_Min
0x8220ED94	RatingsFactor_Min
0x8220EDA8	gLineChange_RatingsFactor_Max
0x8220EDC8	RatingsFactor_Max
0x8220EE94	gLineChange_Oddman_RatingsWeight
0x8220F084	gLineChange_BestExtra_Ratings
0x8220F0A4	Ratings
0x8220F148	gLineChange_SpecialTeam_Ratings
0x8220F1DC	gLineChange_Replacement_Ratings
0x822145CC	BeAProProspectsTypeComment
0x822145E8	BeAProProgressReport
0x82214600	LeagueStandingsForTeam
0x82214DC0	gStandingShotBlockRating
0x82215700	Overall accuracy scale
0x822168F4	gPenShot_growth
0x82216904	Penalty Shot Growth
0x8221697C	gShotAccGrowth
0x8221698C	Shot Acc Growth
0x822187EC	AI/Shooting/NaturalShotSystem/Ratings effect
0x8221881C	gRatingsShotPowerMaxPenalty
0x82218838	gRatingsShotAccuracyMaxPenalty
0x82218858	gRatingsShotAccuracyMaxWristBonus
0x82218DF0	gStandingStillMaxPowerBoost
0x82218E0C	Standing still - Max power boost
0x82218E30	gMaxPlayerSpeedForStandingStillMPH
0x82218E54	Max player speed for standing still (MPH)
0x82218E80	gStandingStillDistToBoostFactor
0x82218EA0	Standing still - dist to boost factor
0x82219A98	AI/StatOverlays/BeAProProgressReport
0x82219AC0	gBaseBeAProProgressReportPriority
0x82219AE4	AI/StatOverlays/BeAProProspectsTypeComment
0x82219B10	gBaseBeAProProspectsTypeCommentPriority
0x82219B38	AI/StatOverlays/LeagueStandingsForTeam
0x82219B60	gBaseLeagueStandingsForTeamPriority
0x82219FD8	Min Powerplay opportunities to show - season
0x8221A008	gMinPowerplayOpportunitiesSeason
0x8222486C	gKickDekesWorstDekeRating
0x82224888	Deke rating - worst
0x8222489C	gKickDekesBestDekeRating
0x822248B8	Deke rating - best
0x82225334	gDekerRatingForMinLSLPDSuccessChance
0x8222535C	gDekerRatingForMaxLSLPDSuccessChance
0x822260BC	gAlwaysSimulateGoalie
0x822260D4	Allow Goalie Sim
0x822260E8	gUseGoalieCanSimulate
0x82226100	Allow Goalie Physics Based on Can Sim
0x82226128	gUseCanSimulateNet
0x8222613C	Allow Goalie Physics Based on Net Can Sim
0x8222619C	Physics/ITK/Simulation/Net
0x82226680	Player Avoidance vs Sim
0x82226AF0	Physics/ITK/Goalie/Sim
0x822270B8	gPhysicsRatingsDiffMin
0x822270D0	gPhysicsRatingsDiffMax
0x822270E8	gPhysicsRatingsWeight
0x82227184	gHitPowerForPhysicsRatingModifier
0x82227220	gHitPowerForPhysicsRatingModifierHipCheck
0x82227B90	gNoOnKneesRating
0x82227BA4	gAlwaysOnKneesRating
0x82227CF4	gDropPassReflexTimeOffAwRatingForBestCase
0x8222891C	Min Rating For Auto Human Saucer
0x82228940	gMinRatingForAutoHumanSaucer
0x82229C28	gMinRatingBadnessForPassSpinEffects
0x8222A504	gMinWrapAroundNormalizedRating
0x8222A524	WrapAround Min rating
0x82233B04	gDirtyHitChanceFromDisciplineRating
0x8223A9C8	gPShot_AwardGoal
0x8223A9DC	PenShot_AwardGoal
0x8223AD30	gAITuneAIHittingTunePenPlayoffsModifier
0x8223AE78	gEnablePotentialPenalties
0x8223EFD0	IsGoalieRookie
0x82240A90	gGoalieAllowSimulatingInPaddledown
0x82240AB4	Allow simulating in paddledown
0x82240AD4	gGoalieDisableSimulateWhenFreezingPuck
0x82240AFC	Disable Simulate when freezing puck
0x82240B20	gGoalieDisableSimulatingInAmbient
0x82240B44	Disable simulating in ambient state
0x82240B68	gGoalieDefaultCouldSimulate
0x82240B84	Default Could Simulate
0x82240B9C	gGoalieDisableSimulateWhenSkatingToBench
0x82240BC8	Disable simulate when skating to bench
0x82240BF0	gGoalieDisableSimulateWhenImperativePlayerInteraction
0x82240C28	Disable simulate when Imperative Player Interaction
0x82240C5C	gGoalieDisableSimulateWhenPostWhistleSkating
0x82240C8C	Disable simulate when post whistle skating
0x82240CB8	gGoalieDisableSimulateWhenCollidingWithPost
0x82240CE4	Disable simulate when colliding with post
0x82240D10	gGoalieDisableSimulateWhenOutOfNet
0x82240D34	Disable simulate when out of net
0x82240D58	gGoalieDisableSimulateCreaseXTolerance
0x82240D80	Disable Sim - InCrease X Tolerance
0x82240DA4	gGoalieDisableSimulateCreaseZTolerance
0x82240DCC	Disable Sim - InCrease Z Tolerance
0x82240DF0	gGoalieDisableSimulateBehindGoallineTolerance
0x82240E20	Disable Sim - Behind Goalline Tolerance
0x82240E48	gGoalieAllowSimulatingWhenPuckIsHeadedTowardsNet
0x82240E7C	Allow simulating when puck is headed towards net
0x82240EE0	Allow blending out of sim when in interaction
0x82240F10	gGoalieDisableSimulateShotBehindGoallineTolerance
0x82240F64	gGoalieDisableSimulateShooterDistFromNet
0x82240FD0	gGoalieDisableSimulateFramesUntilPuckReachesNet
0x82241000	gGoalieDisableSimulatePuckPassedGoalieFeet
0x822417A8	gPoiseAllowImprovedRatings
0x822417C4	Allow improved ratings
0x822417DC	AI/Goalie/Ratings/Poise
0x822417F4	gPoiseAllowDecreasedRatings
0x82241810	Allow decreased ratings
0x82241828	AI/Goalie/Ratings
0x82244150	gGoalieAggressionRatingToRatioOfPrevDist
0x8224417C	Aggression rating to ratio of prev dist
0x822451FC	gWorstGoalieRatingMovementRatio
0x822465FC	gMinSmallButterflyPushFactorShotInProgress
0x82246628	Min small butterfly push - shot in progress factor
0x822467C8	gUseRecoveryRatingToVarySpeedOfGetups
0x82246818	AI/Goalie/Ratings/Recovery
0x82248B90	AI/Goalie/SaveSpaceSystem/Ratings
0x82248CE0	gSaveErrorRatingsInfluence
0x82248CFC	Save Error Ratings Influence
0x82249198	gBaseRatingChanceToReduceNumFramesShotInProgress
0x822491CC	Base rating chance to reduce num frames
0x82249AC0	Agility Rating Weight
0x82249B14	Vision Rating Weight
0x82249F30	AI/Goalie/SaveSpaceSystem/AttributeBasedDelays/FramesShotInProgress
0x8224A030	gDelayFactorMaxScreenForFramesShotInProgress
0x8224BD34	gGoaliePickupMaxPuckSpeedShotInProgress
0x8224BD5C	Max Puck Speed - shot in progress (MPH)
0x8224CEF8	gGoalieAllowCoversWhenSimulated
0x8224CF18	Allow covers when simulated
0x8224D01C	gDivingPuckCoverAggressionRatingBonusChance
0x8224D048	Aggression rating bonus chance
0x8224D944	gPreemptivePokeCheckBonusChanceForRating
0x8224D970	Bonus chance for rating
0x8224DC1C	gOverallPokeCheckTendency
0x8224DC38	gOverallPokeCheckTendencyOnPass
0x8224DC58	gOverallPokeCheckShootoutTendency
0x8224DC7C	gPokeCheckBonusChanceForRating
0x8224DC9C	gOverallSittingPokeCheckTendency
0x8224E180	gHIKPokeCheckBonusChanceForRating
0x8224EC38	gPreemptiveVHPokeCheckBonusChanceForRatingLeft
0x8224EC68	Bonus chance for rating - Left
0x8224ECD4	gPreemptiveVHPokeCheckBonusChanceForRatingRight
0x8224ED04	Bonus chance for rating - Right
0x8224F394	gGoaliePreemptive5HoleBonusChanceRating
0x8224F3BC	Bonus chance - 5 hole rating
0x82250C4C	gAbortSaveRecoveryRatingWeight
0x82250C80	gAbortSavePositioningRatingWeight
0x82250CBC	gAbortSaveReboundRatingWeight
0x82250CF0	gAbortSaveGoalieRatingToAbortChanceFactor
0x82251434	Min rating for high skill level
0x82251454	gGoalieMinRatingForHigh
0x8225146C	Min rating for medium skill level
0x82251490	gGoalieMinRatingForMedium
0x82251D48	gSecondaryThreatVisionRatingToScreenFactor
0x82253880	gPoiseRatingToChanceToObserveShotReleaseFactor
0x822538B0	Poise rating to chance to observe shot release factor
0x82254070	gLastObservedVisionRatingToFactor
0x82254094	Vision Rating to Chance Factor
0x82254760	AI/Goalie/Analysis/FramesShotInProgress
0x82256F64	gBasePositioningRatingFactor
0x82256F84	Base Positioning rating factor
0x82259040	gFakeLegKickBitePoiseRatingToChanceFactor
0x8225A398	gPotentiallyDropToButterflyWhenPuckIsNearGoalieOutOfCrease
0x8225A3D4	Potentially drop to butterfly when goalie is out of crease
0x8225A914	Min X Growth Ratio
0x8225AD30	gGoalieMinScreenRatingToDropStandup
0x8225AD54	Min screen rating to drop - standup
0x8225AD78	gGoalieMinScreenRatingToDropHybrid
0x8225AD9C	Min screen rating to drop - hybrid
0x8225ADC0	gGoalieMinScreenRatingToDropButterfly
0x8225ADE8	Min screen rating to drop - butterfly
0x8225B6BC	gEnablePoiseRatingEffect
0x8225B6D8	Enable Poise Rating Effect
0x8225B730	gMaxPoiseEffectSeasonGame
0x8225B74C	Max poise effect - season game
0x8225B76C	gMaxPoiseEffectSeasonMustWinGame
0x8225B790	Max poise effect - season must win game
0x8225B7B8	gMaxPoiseEffectPlayoffGame
0x8225B7D4	Max poise effect - playoff game
0x8225D03C	gHugPostXDistForShotInProgress
0x8225D05C	X Dist To stay on post for shot in progress
0x8225D088	gHugPostZMinFromGoallineForShotInProgress
0x8225D0B4	Z Min to stay on post for shot in progress
0x8225D0E0	gHugPostZMaxFromGoallineForShotInProgress
0x8225D10C	Z Max to stay on post for shot in progress
0x8225D2A8	Z Max to stay on post for shot in progress - VH
0x8225DD20	VH - don't drop if shot is in progress
0x8225DD48	gVHStayInVHIfShotInProgress
0x8225DD64	VH - stay in VH if shot in progress
0x8225E2B0	gMaxStandingSaveLateralSpeed
0x82267548	BeAProTaskMgr::BAPPKGenerateOffenseTask
0x82267C30	BeAProTaskMgr::BAPGenerateOffenseNewTeamTask
0x82267D2C	BeAProTaskMgr::BAPWinGameClinchPlayoffBerthTask
0x82268128	gGoalieGetPuckLowestGoalieRating
0x822696D0	gWinGameBestInLeague_MinSeasonCompleted
0x822696F8	Min % of Season Completed
0x8226979C	gWinConferenceTask_MinSeasonCompleted
0x822699CC	AI/Beapro/Task_cVars/Offense/GenerateOffense
0x822699FC	gBAPTasks_GenerateOffenseTarget
0x82269A30	gGenerateOffense_ShotsMadeWeight
0x82269A68	gGenerateOffense_GoalsScoredWeight
0x82269D6C	gSetupOneTimers_PasserRating
0x8226AABC	PG Bodycheck rating
0x8226AAD0	gSustainForecheckPreGame_BodyCheckRating
0x8226AAFC	Situ BodyCheck Rating
0x8226AB14	gSustainForecheckSituational_BodyCheckRating
0x8226ABF8	Team Member Overall Rating Needed to Trigger Task
0x8226AC2C	gSendAMessage_HitteeRating
0x8226ADF8	Strength rating
0x8226AE08	gWinTheBoardBattles_StrengthRating
0x8226B32C	AI/Beapro/Task_cVars/SpecialTeams/PKGenerateOffense
0x8226B360	gPKGenerateOffense_Target
0x8226B37C	gPKGenerateOffense_ShortHandedGoalWeight
0x8226B3A8	gPKGenerateOffense_ShortHandedChanceWeight
0x8226B3E4	gPKGenerateOffense_PowerplayGoalWeight
0x8226B40C	gPKGenerateOffense_UpperLimit
0x8226C430	BAPT_TASKINFO_BASECLINCH_PLAYOFF_BERTH
0x8226C50C	BAPT_TASKINFO_BASEGENERATE_OFFENSE
0x8226CBA0	BAPT_TASKINFO_BASEPK_GENERATE_OFFENSE
0x822721D0	gEnergyDecRate_RatingsMin
0x822721EC	RatingsMin
0x822721F8	gEnergyDecRate_RatingsMax
0x82272214	RatingsMax
0x822729AC	kEaseStickNetCollisionsFullContraction
0x822729D4	kEaseStickNetCollisionsMaxContractionDist
0x82272A40	gEnableMaxContractionDist
0x82272F5C	AI/Ratings
0x82272F68	gFightRatingFreqFactor
0x82272F80	gFightRatingSkillWeight
0x82272F98	gFightRatingAggressWeight
0x82272FB4	gFightRatingStrengthWeight
0x82272FD0	gFightRatingEnableFrequency
0x822736BC	AI/Chemistry/Ratings
0x822739B8	AI/Chemistry/GoalieRatings
0x8227BE34	gAssistedDefenseCheckThreatRating
0x8227F67C	IsSkaterRookie
0x82280DE4	SkillLevelIsRookie_DoHelpDefense
0x82282174	IsFaceOffInProgress
0x822827D8	SkillLevelIsRookie
0x82282823	pSkillLevelIsRookieOrPro
0x822886CC	gForecheckContain_CheckInProgress
0x822886F0	CheckInProgress
0x82288A34	gContain_ProRookieSpdCap
0x82288A50	ProRookieSpdCap
0x82291F60	gDekingRatingForAlways1on1Deke
0x82291F80	Deke rating for 1 on 1 deke
0x82298848	gEndorphineBoardHitMinCheckingRating
0x82298870	EndorphineBoardHitMinCheckingRating
0x82298968	gNumNonSimulatedTicksToExitState
0x8229898C	gNumNonSimulatedTicksToExitStateShooting
0x82299EEC	gRatingsWeight
0x82299EFC	RatingsWeight
0x8229AE30	gCPUDigRatingMin
0x8229B1E4	gPokePasserRatingMin
0x8229B1FC	gPokePasserRatingMax
0x8229B214	gPokePasserRatingMultiplierMin
0x8229B234	gPokePasserRatingMultiplierMax
0x8229B368	gMinNormalizedStickCheckRatingPokeCheck
0x8229B390	gMaxNormalizedStickCheckRatingPokeCheck
0x8229B900	gMinNormalizedStickCheckRatingAngleWeight
0x8229B92C	gMaxNormalizedStickCheckRatingAngleWeight
0x8229C074	gDefAssessmentSkillRatingWeights
0x8229C098	Rating Weights
0x8229C2B4	gNeedsToHelpCoverageRatingToAssessment
0x8229C2DC	Coverage rating to assessment
0x8229D164	gFinishChecks_RatingForMinAggressiveness
0x8229D190	gFinishChecks_RatingForFullDiscipline
0x8229EC78	gEnableHandEyeRatingRandomness
0x8229EE30	gDeflectWorstHandEyeRatingErrorWideWeight
0x8229EE5C	gDeflectBestHandEyeRatingErrorWideWeight
0x8229EE88	DeflectBestHandEyeRatingErrorWideWeight
0x8229F088	gDeflectWorstHandEyeRatingWeightVectors
0x8229F0B0	DeflectWorstHandEyeRatingWeightVectors
0x8229F0D8	gDeflectBestHandEyeRatingWeightVectors
0x8229F100	DeflectBestHandEyeRatingWeightVectors
0x8229F128	gDeflectWorstHandEyeRatingSpeedMultiplier
0x8229F154	DeflectWorstHandEyeRatingSpeedMultiplier
0x8229F180	gDeflectBestHandEyeRatingSpeedMultiplier
0x8229F1AC	DeflectBestHandEyeRatingSpeedMultiplier
0x8229F4E0	gDeflectionMaxPuckSpeedRatingDiff
0x8229F504	DeflectionMaxPuckSpeedRatingDiff
0x822A2994	DeviationPotentialAnalysis
0x822AEBD0	AI/Analysis/Deviation Simulation
0x822B8C10	OneTimerSimulation
0x822B96CC	gOneTimerRatingForWorstSpeed
0x822B96EC	gHandsRatingWeighting
0x822B9838	gOneTimerRatingForWorstQuality
0x822B9858	gOneTimerRatingForBestQuality
0x822BD980	Min frame pass in progress
0x822BD99C	gPlayDefenseMinFramePassInProgress
0x822BD9C0	Max frame pass in progress
0x822BD9DC	gPlayDefenseMaxFramePassInProgress
0x822BDAC8	Who will get puck - min frame pass in progress
0x822BDAF8	gGetThePuckMinFramePassInProgress
0x822BDB1C	Who will get puck - max frame pass in progress
0x822BDB4C	gGetThePuckMaxFramePassInProgress
0x822BFC38	gWristSlapRatingDifferenceScale
0x822BFC58	Wrist Slap Rating Difference Scale
0x822C0F78	Skate sim draw frequency
0x822C5470	AudioFramework::MusicBox::mRandomNumberGenerator
0x822C6634	SimulatePluggedInController
0x822DF43C	EacWorldPairGeneration
0x82333C00	SDK_ERR_IN_PROGRESS
0x82335284	ACTIVE_MIGRATING
0x8233542C	MIGRATING
0x82337744	GAMEMANAGER_ERR_GAME_IN_PROGRESS
0x823378FC	GAMEMANAGER_ERR_DEQUEUE_WHILE_MIGRATING
0x82337924	GAMEMANAGER_ERR_DEQUEUE_WHILE_IN_PROGRESS
0x823430F0	CLUB_LOG_EVENT_AWARD_TROPHY
0x82343220	CLUBS_POST_SEASON
0x82343234	CLUBS_IN_SEASON
0x82343614	CLUBS_SERVER_GENERATED_NEWS
0x823439A4	AwardSettings
0x823439B4	Blaze::Clubs::AwardSettings
0x82343CB4	ClubAward
0x82343CC0	Blaze::Clubs::ClubAward
0x82344458	GetClubAwardsRequest
0x82344470	Blaze::Clubs::GetClubAwardsRequest
0x82344494	GetClubAwardsResponse
0x823444AC	Blaze::Clubs::GetClubAwardsResponse
0x82344770	getClubAwards
0x82347288	STATS_ERR_OPERATION_IN_PROGRESS
0x82347D74	UpdateRatingRequest
0x82347D88	Blaze::Locker::UpdateRatingRequest
0x82348138	updateRating
0x82351102	The TimeStretch PlugIn uses a time domain based approach to altering the length of a sound. This is in contrast to frequency domain based approaches that must first convert the signal to the frequency domain (typically via the FFT). Both approaches have advantages and disadvantages associated with them, and there is no single ideal time stretching method that works well on all types of audio content in all processing situations. This particular time stretcher is designed to work well in the stretching and contraction of speech content, typically with stretch ratios in the range of 0.75 to 1.5. In contrast to a frequency domain based approach, it achieves this with less or no chorusing and phasing artifacts, no transient smearing, and a much lighter processing load.
0x8235140B	The basic mechanism used in achieving a stretch or contraction involves analyzing the sound waveform and determining successive locations at which a high degree of correlation exists. With the knowledge of these high correlation points, entire sections between these points can be looped to achieve a stretch, or cut to achieve a contraction. The correlation analysis operation is by far the most processor-intensive part of the stretching algorithm, and has been optimized to use as few cycles as possible. The user has some control over how this algorithm is used via several construction parameters, so that cycle usage or efficiency can be traded off against functionality and quality. These are discussed next.
0x823516D8	The TimeStretch PlugIn supports single and multi-channel operation, even though it is expected that most speech sources being stretched will be single channel. In the case of multi-channel operation, the user can select between MULTICHANNELMODE_INDEPENDENT_CHANNELS and MULTICHANNELMODE_COMBINED_CHANNELS modes at voice construction. These modes differ only in how the correlation points are found for each of the channels. Since this analysis operation is expensive, it is possible to use a kind of mean best correlation point across all channels and thereby save doing the analysis on each channel. This corresponds to the MULTICHANNELMODE_COMBINED_CHANNELS mode, and results in only a slightly higher processing load than what would be experienced in processing a single channel. This mode works well if the different channels all still have a relatively high degree of correlation with each other, such as would be the case if they were all derived from the same speech source, but perhaps have had different effects applied to them, such as different types or amounts of reverberation, filtering, or background noise. In these cases, this mode might also be preferred over the independent channel mode (described below) due to it keeping the stretching and contracting of all channels synchronized. This synchronization occurs because the cut/loop points are identical for all channels, and so all channels will loop or cut at the same times.
0x82351C81	If, however, there is little or no correlation between some or all of the channels of a given multi-channel source, use of the MULTICHANNELMODE_COMBINED_CHANNELS mode can result in a poor quality stretched or contracted signal. In that case, the MULTICHANNELMODE_INDEPENDENT_CHANNELS mode should be used, so that each channel is analyzed and processed separately. This mode will produce a processing load that is proportional to the number of channels present, so that for example, stretching a stereo source will utilize about the same number of cycles as stretching two separate mono sources. If not explicitly specified, the time stretcher defaults to this mode of operation.
0x82352263	The only parameter under the user's control during operation of the PlugIn is the stretch ratio (ATTRIBUTE_STRETCHRATIO). This sets the factor or ratio by which the signal is stretched. A value of less than 1 results in contraction of the signal, while a value of greater than 1 results in elongation. The theoretical maximum stretch ratio that can be achieved with this algorithm is 2.0, and the minimum ratio (contraction) is 0.5. As such, this is the range of allowed values that may be specified by the user. However, in practice, the mean maximum range that will be achievable over time for a typical audio signal will be 0.625 to 1.75. Furthermore, in MULTICHANNELMODE_INDEPENDENT_CHANNELS mode, in order to avoid potentially large disparities in the amount of buffer required by one channel versus another, the stretch ratio is internally limited to the minimum range possible for any signal at any time. This corresponds to a range of 0.75 to 1.5.
